,accelX,accelY,accelZ
0,-0.64299229001184,0.14734417989447,10.306352548858
1,-0.60569272055072,0.1491452277882,9.4913467927446
2,-0.57760202640727,0.31784398945114,9.4619154509875
3,-0.48608277615851,0.31532254351975,9.6829969714417
4,-0.46323222021013,0.26422042584666,9.8268904719751
5,-0.46486608334668,0.12412881071112,9.8418385990884
6,-0.49563934323434,0.089128883915543,9.6164826458953
7,-0.44635951377832,0.19831813040118,9.8407670327648
8,-0.38453091529291,0.19230514302057,9.8302741740543
9,-0.39168936620827,0.32434457588947,9.6872312895066
10,-0.42974000326057,0.20070360809081,9.8314423722397
11,-0.39337250269183,0.25837580002633,9.7443838963082
12,-0.40185139704882,0.07687289076118,9.7868069943354
13,-0.4105871839739,0.00083179161027143,9.7535228664579
14,-0.48256095752771,-0.047501986870407,9.7080063122187
15,-0.53858982645161,0.079248913234762,9.7115962856379
16,-0.58190218066032,0.14606734430476,9.8687412878038
17,-0.60740097634982,0.06708363584756,9.7451692905807
18,-0.67325011769495,-0.053840319051968,9.6315373686914
19,-0.59710447471002,-0.089729570360494,10.010344373623
20,-0.64120250625685,-0.075513854515273,10.215013802492
21,-0.83299024984636,-0.093061853896805,9.8381404270699
22,-1.125685357876,-0.14630606528986,9.533461018256
23,-1.2188284572783,0.034584560116037,9.5745017874601
24,-1.2917232142386,0.020013332747708,9.906984113875
25,-1.4233358699659,-0.020111067049494,10.165042020952
26,-1.4945404178367,-0.093731562487556,9.889287325448
27,-1.5420609493055,-0.11121623550507,10.121189624312
28,-1.6972586996013,-0.23921255278429,9.792600837966
29,-1.7576485987948,-0.2311966687586,9.4939459481055
30,-1.7598112986644,-0.20790770746899,9.6944079481399
31,-1.7542115136993,-0.3495415965035,9.6961827743281
32,-1.4828754780164,-0.55825716408808,9.750483646196
33,-1.1619065981056,-0.36874432851618,9.9774341876278
34,-1.0385299111885,-0.42413797196745,10.004391278037
35,-0.96987491931213,-0.50791446213739,9.6033937094968
36,-0.90016420409189,-0.50028904865141,9.7074447865596
37,-0.97385447005599,-0.87384151962477,10.063650896971
38,-1.1215089486564,-0.79604243223279,9.8674490744931
39,-1.252241555149,-0.90391336959274,9.7630338828663
40,-1.2827828380817,-1.1965137603162,9.7833480104274
41,-1.1228255940604,-1.4157755028748,9.797266429332
42,-1.0214145391084,-1.7528808203373,9.8920194030661
43,-1.1160719186261,-1.8043965463995,9.7120423414269
44,-0.94261197267164,-1.968808846218,9.5924051202662
45,-1.008988951619,-2.0519871614663,9.6316527847378
46,-1.0003889047104,-2.4390125259528,10.016205030651
47,-1.008185817773,-2.2652537304487,9.9607500442153
48,-1.113645764256,-2.459915204964,9.8009562369561
49,-1.1386941907259,-2.62404220972,9.4993840751132
50,-1.1032877776157,-2.4644362019341,9.7598450202131
51,-1.0470933269256,-2.4026977255907,10.147482225917
52,-0.91492280385824,-2.5148384442411,10.113760995796
53,-0.91364290153805,-2.9170928817874,9.50668734023
54,-0.85659520284069,-2.5977206254179,9.7148211166028
55,-0.7947588530426,-3.0271453757818,9.3035900314632
56,-0.60696849166418,-3.0427583952544,10.02684955687
57,-0.37123060784858,-2.8423341676434,10.519055266201
58,-0.30082671804631,-2.5709128567457,10.199499730838
59,-0.4234761812882,-2.7358996283532,9.8209205759648
60,-0.56429817394734,-3.0316918693927,9.1073472006541
61,-0.69465249437231,-3.2457699154079,9.061738837259
62,-0.40581695849952,-3.3012645093892,10.006987149297
63,-0.35501500317974,-3.5343596272044,10.853886651394
64,-0.45771155385795,-3.0157911179181,10.522408936166
65,-0.56482992829179,-3.1664587867277,9.4633865579587
66,-0.48426024534473,-3.003019808888,9.1494337612373
67,-0.076849617577238,-2.975309415654,9.9216318310609
68,0.10513185503532,-3.0708697214193,10.206086774393
69,0.202480505751,-3.0765837383747,9.8295748984127
70,0.23025598988353,-2.9389411347778,9.3781170896752
71,0.41591046938046,-3.1055925618503,10.148645142795
72,0.5014974858203,-3.1214813762379,10.591258739785
73,0.5119637510338,-3.0107210176856,10.881562613908
74,0.36811213898687,-3.1597193471891,10.497196237163
75,0.42578461498008,-3.0026815219729,9.5885506381089
76,0.4877386515389,-3.1404037246589,9.4595074498885
77,0.61217007240401,-3.0989410151645,9.5028335131913
78,0.51485928317492,-3.374104627492,9.9487558701441
79,0.53050718237569,-3.583000665438,9.9824872252274
80,0.37301514223504,-3.508893277219,9.9032838251253
81,0.49566765759507,-3.5247126902644,9.7057590570103
82,0.31832593915332,-3.5256184665693,9.9550768365347
83,0.20121758263423,-3.5436167399888,9.9621281374718
84,0.33875565042333,-2.5521795990055,9.3325906144502
85,0.38699983024363,-3.0496652258467,10.270177070003
86,0.32968714200077,-3.1496527413393,10.641646047865
87,0.47553549466259,-2.1635760967247,10.16060309556
88,0.283563534607,-2.3411549667174,10.281053064667
89,0.30300066908088,-1.933675572063,9.2959258518255
90,0.21576435245695,-1.4790817062168,9.4155488151342
91,0.40405193104319,-1.9584862377817,10.113864664353
92,0.22947262919436,-1.4218685414103,10.437250373963
93,0.11279690225262,-0.96043694611575,10.037875940786
94,0.13774940179306,-0.68619409505879,10.070524737428
95,0.24220217443975,-0.48488683665171,10.365044552639
96,0.18061111085542,-0.23021325353543,10.197692715989
97,0.14059752493818,-0.20876567535897,10.360453517554
98,0.18730383463231,-0.13865045821392,9.9023309847743
99,0.25399304954829,-0.27746081534383,9.9087555727649
100,0.33809078193985,-0.29831976834414,10.246465835357
101,0.28654521960505,-0.035364813838896,10.245126816107
102,0.37016972595798,-0.47715957240073,9.3105116643655
103,0.25489816910029,-0.084274343563955,9.6350501795682
104,0.3627692175764,0.060161252312294,9.9001632800632
105,0.35142899359316,-0.20376832533839,9.946782631038
106,0.35470190814412,-0.30548065263316,10.020973216943
107,0.33567354937977,-0.24800688664531,10.156304490833
108,0.45674050546212,-0.2983385024256,10.329033331806
109,0.42096291084377,-0.078545350091815,10.242072350619
110,0.42659505343784,-0.23103797427683,9.9315388517122
111,0.29303286405514,-0.68620778848795,9.4601124718023
112,0.34081438123367,-0.25224167809535,9.6656163374277
113,0.35208783010263,-0.19283094923744,9.7332206138366
114,0.34762371061212,0.10138017887778,9.9628862010111
115,0.37021848575934,0.13452773174695,10.386296249306
116,0.29948396797283,0.11142476438486,10.062859027999
117,0.28198418252011,-0.10274279570177,9.8549665865598
118,0.32713292257426,0.041284260103148,9.7812610671806
119,0.31624189736661,0.11459124403842,10.11737921103
120,0.40691752584015,-0.050468941514141,10.002830996319
121,0.58183704487406,-0.22482176203878,9.9322767764542
122,0.55690536802019,-0.30081992080211,9.7764481954615
123,0.39829419423062,-0.35845713587792,8.5177661823823
124,0.35385026716482,-0.1903337884167,8.8387955822396
125,0.3963903194942,0.36723028862841,9.9373509827915
126,0.18540127432673,0.13951769214857,10.550423942769
127,0.3957364232514,0.20076781089949,10.306792100629
128,0.35166674322091,0.23411925494777,10.294001644885
129,0.1841902053546,-0.76521687553594,9.2770303122937
130,0.32871858339608,0.12972877810335,9.5213294273957
131,0.43967602269699,-0.13874339705558,9.4654793654328
132,0.10774294907827,-0.25830758143516,10.071474130965
133,0.53464584982992,0.20067539375531,10.117489698958
134,0.41403505671101,-0.2173493586557,10.911681531393
135,0.50585476870572,0.25335057231524,9.2732595501856
136,0.33417623496102,0.11543050430807,8.9457575276437
137,0.27147740799248,0.043632615904415,9.7219206133597
138,0.62662634667969,0.039090826431119,10.307795896015
139,0.40399399519687,0.14386890457873,10.510832568906
140,0.44246364471898,-0.18443491997157,9.9780242051317
141,0.30503035166304,-0.075793739397155,9.6001892288587
142,0.47664249075228,0.060505018243071,9.446440859631
143,0.30745803820072,0.13178060724854,9.9404944115957
144,0.3533868974238,0.23211025292953,9.7117151188987
145,0.39896945911242,0.052091236284289,9.8268696065898
146,0.5474092873858,0.40826933122011,9.5041168946147
147,0.38423011864878,0.26458140160506,9.8034099701914
148,0.39824940820547,-0.032575906718881,9.4654430155982
149,0.39320987917223,0.25552834675614,9.7927994445206
150,0.52230281912386,0.099046712565588,9.7726744229933
151,0.48091990216728,0.24356749494828,10.596445155237
152,0.45810271128259,0.16424608235472,9.6149194528797
153,0.50471853195618,-0.0031322568336685,9.4567368958929
154,0.46658060698403,-0.11737710913945,10.271655756013
155,0.3457569533869,-0.10108305704784,9.8600803147218
156,0.18098358153325,-0.12382734219899,9.7107236293906
157,0.091141736151523,-0.30924209811628,9.7056708995687
158,0.119664804271,-0.28169432333016,9.9121562777326
159,-0.10763870995553,-0.03499940143081,9.5916612344502
160,-0.20657972096797,-0.27175298204689,9.5456755271907
161,-0.44746012501445,-0.17749022126491,9.0209283669737
162,-0.37940388488705,-0.28712938303064,9.3783883565172
163,-0.11901671867911,-0.62597460580675,10.924701266267
164,-0.29956995475879,-1.1804094249561,10.827620185562
165,-0.25376201432309,-1.4732044818695,9.0186997574659
