,lat,lon,alt
0,48.987607723096,8.4697469732634,121.16960906982
1,48.987618412445,8.469758885826,121.19528198242
2,48.987630137244,8.4697718767724,121.21974182129
3,48.987640747918,8.4697836137234,121.23892211914
4,48.987652466222,8.4697964364877,121.2540435791
5,48.987663113913,8.4698080508245,121.26656341553
6,48.98767372868,8.4698196038988,121.28023529053
7,48.987685373662,8.4698322625324,121.29396820068
8,48.98769594757,8.4698436948496,121.30110168457
9,48.9877064946,8.4698550665374,121.30957794189
10,48.987718104435,8.4698674787376,121.32077789307
11,48.987728658252,8.4698786856537,121.33650970459
12,48.987739209084,8.4698898250864,121.3509979248
13,48.987750770426,8.4699020467565,121.36768341064
14,48.987761241047,8.4699131058144,121.37687683105
15,48.987772676279,8.4699252530225,121.38385772705
16,48.987783031689,8.4699362350788,121.38945007324
17,48.987793352298,8.4699471638335,121.39727020264
18,48.987804642305,8.4699591293124,121.40223693848
19,48.987814843835,8.4699699372049,121.41103363037
20,48.987824997263,8.4699806963182,121.42528533936
21,48.987836093779,8.4699924687392,121.44406890869
22,48.98784610995,8.470003119456,121.45714569092
23,48.987857023221,8.4700147133698,121.46314239502
24,48.987866878913,8.4700251365338,121.46996307373
25,48.987876650053,8.4700354264803,121.47852325439
26,48.987887259917,8.4700466505841,121.49195098877
27,48.987896786666,8.4700567219507,121.50559234619
28,48.987906174527,8.4700666929749,121.52049255371
29,48.987916343842,8.4700775321653,121.53421783447
30,48.987925433391,8.4700872721566,121.54473876953
31,48.987935274257,8.4700978597716,121.55489349365
32,48.98794406094,8.4701073932202,121.56308746338
33,48.987954454305,8.4701187644231,121.57347869873
34,48.987962189291,8.4701272051839,121.57869720459
35,48.987970690383,8.4701365676457,121.58574676514
36,48.987979104058,8.4701458935277,121.58963775635
37,48.987988221898,8.4701561241216,121.59534454346
38,48.987996380708,8.4701654817166,121.6012878418
39,48.988005201465,8.4701757630522,121.60626983643
40,48.988013075842,8.4701850875756,121.60729980469
41,48.988020778558,8.4701944617155,121.61175537109
42,48.988029066184,8.4702048433439,121.61601257324
43,48.988036407775,8.4702144001499,121.62181854248
44,48.988043571968,8.4702240556731,121.62642669678
45,48.988051235814,8.4702347874417,121.63003540039
46,48.988057992816,8.4702446706339,121.63675689697
47,48.988065134028,8.4702557242655,121.65055084229
48,48.988071402938,8.4702658952202,121.66146087646
49,48.988077418689,8.470276220971,121.66574859619
50,48.988083772047,8.470287675649,121.66975402832
51,48.988089289621,8.4702982357594,121.67144012451
52,48.988095126742,8.470309916654,121.68229675293
53,48.988100159002,8.4703207231648,121.69061279297
54,48.988104937671,8.4703316057766,121.69610595703
55,48.988109928153,8.470343679519,121.69692230225
56,48.988114199811,8.4703547463211,121.69916534424
57,48.988118219862,8.470365943857,121.70686340332
58,48.988122367117,8.4703784326014,121.72174072266
59,48.988125910675,8.470389891264,121.73858642578
60,48.988129489516,8.4704026189422,121.7552947998
61,48.988132450404,8.4704142503164,121.7582321167
62,48.988135107517,8.4704259584059,121.75797271729
63,48.988137677296,8.4704389399389,121.76801300049
64,48.98813968952,8.4704508207544,121.78816986084
65,48.988141424113,8.4704627078261,121.81107330322
66,48.988143014432,8.47047578057,121.82848358154
67,48.988144159261,8.4704876785828,121.84244537354
68,48.988145117903,8.4705008330445,121.86269378662
69,48.988145693023,8.470512862065,121.88563537598
70,48.988145999831,8.4705249390286,121.90534973145
71,48.988146180603,8.4705384000413,121.94440460205
72,48.988146121862,8.4705507337571,121.9937210083
73,48.988145804903,8.4705631365002,122.05638122559
74,48.988145026054,8.4705767094697,122.12548065186
75,48.988144048251,8.470589061748,122.19389343262
76,48.988142578488,8.4706025631717,122.25539398193
77,48.98814095924,8.4706148360205,122.30979919434
78,48.98813900499,8.4706270379181,122.35858917236
79,48.98813649346,8.4706403846499,122.41605377197
80,48.988133856779,8.4706524142766,122.47424316406
81,48.988130923797,8.4706643642674,122.54749298096
82,48.98812733535,8.4706773589776,122.62586212158
83,48.98812374859,8.4706889671598,122.69249725342
84,48.988119484596,8.470701533206,122.76313781738
85,48.988115362739,8.4707127886308,122.81936645508
86,48.98811100078,8.470723800151,122.89487457275
87,48.988105909772,8.4707357325497,122.97280883789
88,48.988101107315,8.4707464607023,123.05004119873
89,48.988096116155,8.4707570431461,123.11891174316
90,48.988090491685,8.4707685334487,123.2088470459
91,48.988085221138,8.4707788546138,123.28356170654
92,48.988079838782,8.4707890912882,123.35949707031
93,48.988073794998,8.4708002430722,123.45172119141
94,48.988068209067,8.4708103125785,123.53031921387
95,48.988062598059,8.4708203727506,123.61433410645
96,48.988056366857,8.4708314267905,123.70497131348
97,48.988050681284,8.4708414885602,123.79351043701
98,48.988044395232,8.4708525490879,123.8900604248
99,48.988038645983,8.4708625959803,123.98038482666
100,48.988032807275,8.4708726137477,124.08477783203
101,48.988026354004,8.4708836599556,124.20453643799
102,48.988020472341,8.4708937262005,124.30847167969
103,48.988014557803,8.4709037994706,124.40575408936
104,48.988008021272,8.4709149112892,124.51360321045
105,48.988001994301,8.4709250431798,124.61476135254
106,48.987995314432,8.4709362034649,124.72772216797
107,48.987989226605,8.4709463663023,124.82955169678
108,48.987983092144,8.4709565518809,124.93663024902
109,48.987976318995,8.4709677877734,125.05743408203
110,48.987970108778,8.470978010529,125.17903900146
111,48.987963860179,8.4709882385668,125.29286956787
112,48.987956937216,8.4709994930572,125.41393280029
113,48.98795061515,8.4710097348731,125.51952362061
114,48.987944254333,8.4710199908002,125.62743377686
115,48.987937226296,8.4710313140549,125.75238037109
116,48.98793083067,8.4710416601627,125.86683654785
117,48.987923784462,8.4710530876115,125.99401855469
118,48.987917371132,8.4710635304059,126.10639190674
119,48.987910915381,8.4710740136515,126.22309112549
120,48.987903782814,8.4710856184437,126.35245513916
121,48.987897189197,8.471096237214,126.47352600098
122,48.987890638441,8.4711068421903,126.58561706543
123,48.987883357113,8.4711185388568,126.69410705566
124,48.987876699936,8.4711291640518,126.7802734375
125,48.987869347875,8.4711408950783,126.86965179443
126,48.987862675094,8.4711516295659,126.95877838135
127,48.987855993234,8.4711624165644,127.05596923828
128,48.987848629502,8.4711743868344,127.1681060791
129,48.987841913685,8.4711853114503,127.27770996094
130,48.98783518133,8.471196306635,127.37875366211
131,48.987827768281,8.4712084286648,127.48578643799
132,48.987820989614,8.4712194788596,127.58208465576
133,48.987813512413,8.4712316545639,127.69412231445
134,48.987806681439,8.4712427982845,127.80310058594
135,48.987799817289,8.4712539817545,127.91937255859
136,48.987792255232,8.471266344961,128.03520202637
